Lab,Study,type,SRS_ID,TKN_r,TKN_mpv,NO3_r,NO3_mpv,reported_NO3 method,TN_r,TN_mpv,TKN_r2,NO3_r2,TN_r2,TN_c,compare,inferred _TN_method,reported_TN_method,bias-TN-d,bias-TN-c,TN-d bias %,TN-c bias %,Flag TN-d,Flag TN-c
224,Spring - 2018,(high),138,NA,NA,0.8,0.79,NA,1.36,1.27,NA,0.8,1.36,NA,NA,d,colorimetric,0.09,NA,7.09,NA,,
224,Spring - 2018,(low),137,NA,NA,0.36,0.326,NA,0.54,0.45,NA,0.36,0.54,NA,NA,d,colorimetric,0.09,NA,20,NA,,
227,Fall - 2013,(high),120,0.476,0.54,0.693,0.692,IC,NA,1.21,0.476,0.693,NA,1.169,NA,c,NA,NA,-0.041,NA,-3.39,,F
227,Fall - 2013,(low),119,0.267,0.267,0.31,0.271,IC,NA,0.536,0.267,0.31,NA,0.577,NA,c,NA,NA,0.041,NA,7.65,,F
227,Fall - 2016,(high),132,0.288,0.317,0.955,0.933,IC,NA,1.24,0.288,0.955,NA,1.243,NA,c,NA,NA,0.003,NA,0.24,,F
227,Fall - 2016,(low),131,0.161,0.14,0.413,0.362,IC,NA,0.491,0.161,0.413,NA,0.574,NA,c,NA,NA,0.083,NA,16.9,,F
227,Fall - 2017,(high),136,0.474,0.409,0.662,0.639,IC,NA,1.06,0.474,0.662,NA,1.136,NA,c,NA,NA,0.076,NA,7.17,,F
227,Fall - 2017,(low),135,0.246,0.18,0.464,0.436,IC,NA,0.616,0.246,0.464,NA,0.71,NA,c,NA,NA,0.094,NA,15.26,,F
227,Spring - 2012,(high),114,1.06,1.03,1.13,1.13,IC,NA,2.15,1.06,1.13,NA,2.19,NA,c,NA,NA,0.04,NA,1.86,,
227,Spring - 2012,(low),113,0.265,0.258,<0.160,0.107,IC,NA,0.349,0.265,NA,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
227,Spring - 2013,(high),118,0.928,0.93,0.595,0.59,IC,NA,1.48,0.928,0.595,NA,1.523,NA,c,NA,NA,0.043,NA,2.91,,F
227,Spring - 2013,(low),117,0.449,0.44,0.262,0.22,IC,NA,0.641,0.449,0.262,NA,0.711,NA,c,NA,NA,0.07,NA,10.92,,
227,Spring - 2014,(high),122,0.551,0.59,1.04,1.1,IC,NA,1.7,0.551,1.04,NA,1.591,NA,c,NA,NA,-0.109,NA,-6.41,,F
227,Spring - 2014,(low),121,0.145,0.139,0.433,0.418,IC,NA,0.555,0.145,0.433,NA,0.578,NA,c,NA,NA,0.023,NA,4.14,,F
227,Spring - 2015,(high),126,0.488,0.392,1.44,1.48,IC,NA,1.86,0.488,1.44,NA,1.928,NA,c,NA,NA,0.068,NA,3.66,,F
227,Spring - 2015,(low),125,0.194,0.162,0.331,0.307,IC,NA,0.464,0.194,0.331,NA,0.525,NA,c,NA,NA,0.061,NA,13.15,,F
227,Spring - 2017,(high),134,0.237,0.196,0.81,0.801,IC,NA,0.98,0.237,0.81,NA,1.047,NA,c,NA,NA,0.067,NA,6.84,,
227,Spring - 2017,(low),133,0.188,0.134,0.136,0.09,IC,NA,0.199,0.188,0.136,NA,0.324,NA,c,NA,NA,0.125,NA,62.81,,X
227,Spring - 2018,(high),138,0.615,0.495,0.802,0.79,IC,NA,1.27,0.615,0.802,NA,1.417,NA,c,NA,NA,0.147,NA,11.57,,F
227,Spring - 2018,(low),137,0.225,0.143,0.363,0.326,IC,NA,0.45,0.225,0.363,NA,0.588,NA,c,NA,NA,0.138,NA,30.67,,X
297,Fall - 2012,(high),116,NA,NA,NA,NA,NA,0.9043,0.889,NA,NA,0.9043,NA,NA,d,colorimetric,0.0153,NA,1.72,NA,,
297,Fall - 2012,(low),115,NA,NA,NA,NA,NA,0.5003,0.463,NA,NA,0.5003,NA,NA,d,colorimetric,0.0373,NA,8.06,NA,,
297,Fall - 2013,(high),120,NA,NA,0.6998,0.692,NA,1.23,1.21,NA,0.6998,1.23,NA,NA,d,colorimetric,0.02,NA,1.65,NA,,
297,Fall - 2013,(low),119,NA,NA,0.2568,0.271,NA,0.5337,0.536,NA,0.2568,0.5337,NA,NA,d,colorimetric,-0.0023,NA,-0.43,NA,,
297,Fall - 2014,(high),124,NA,NA,0.556,0.556,NA,0.826,0.73,NA,0.556,0.826,NA,NA,d,colorimetric,0.096,NA,13.15,NA,,
297,Fall - 2014,(low),123,NA,NA,0.233,0.257,NA,0.649,0.555,NA,0.233,0.649,NA,NA,d,colorimetric,0.094,NA,16.94,NA,,
297,Fall - 2015,(high),128,NA,NA,2.734,3.04,NA,3.372,3.53,NA,2.734,3.372,NA,NA,d,colorimetric,-0.158,NA,-4.48,NA,,
297,Fall - 2015,(low),127,NA,NA,0.29,0.302,NA,0.479,0.437,NA,0.29,0.479,NA,NA,d,colorimetric,0.042,NA,9.61,NA,,
297,Fall - 2016,(high),132,NA,NA,0.907,0.933,NA,1.33,1.24,NA,0.907,1.33,NA,NA,d,colorimetric,0.09,NA,7.26,NA,,
297,Fall - 2016,(low),131,NA,NA,0.359,0.362,NA,0.524,0.491,NA,0.359,0.524,NA,NA,d,colorimetric,0.033,NA,6.72,NA,,
297,Fall - 2017,(high),136,NA,NA,0.607,0.639,NA,1.04,1.06,NA,0.607,1.04,NA,NA,d,colorimetric,-0.02,NA,-1.89,NA,,
297,Fall - 2017,(low),135,NA,NA,0.407,0.436,NA,0.616,0.616,NA,0.407,0.616,NA,NA,d,colorimetric,0,NA,0,NA,,
297,Fall - 2018,(high),140,NA,NA,0.64,0.663,NA,1.22,1.14,NA,0.64,1.22,NA,NA,d,colorimetric,0.08,NA,7.02,NA,,
297,Fall - 2018,(low),139,NA,NA,0.18,0.2,NA,0.327,0.307,NA,0.18,0.327,NA,NA,d,colorimetric,0.02,NA,6.51,NA,,
297,Spring - 2012,(high),114,NA,NA,1.18,1.13,NA,2.33,2.15,NA,1.18,2.33,NA,NA,d,colorimetric,0.18,NA,8.37,NA,,
297,Spring - 2012,(low),113,NA,NA,0.109,0.107,NA,0.386,0.349,NA,0.109,0.386,NA,NA,d,colorimetric,0.037,NA,10.6,NA,,
297,Spring - 2013,(high),118,NA,NA,0.6046,0.59,NA,1.449,1.48,NA,0.6046,1.449,NA,NA,d,colorimetric,-0.031,NA,-2.09,NA,,
297,Spring - 2013,(low),117,NA,NA,0.2305,0.22,NA,0.6972,0.641,NA,0.2305,0.6972,NA,NA,d,colorimetric,0.0562,NA,8.77,NA,,
297,Spring - 2014,(high),122,NA,NA,1.02,1.1,NA,1.791,1.7,NA,1.02,1.791,NA,NA,d,colorimetric,0.091,NA,5.35,NA,,
297,Spring - 2014,(low),121,NA,NA,0.399,0.418,NA,0.706,0.555,NA,0.399,0.706,NA,NA,d,colorimetric,0.151,NA,27.21,NA,,
297,Spring - 2015,(high),126,NA,NA,1.419,1.48,NA,2.031,1.86,NA,1.419,2.031,NA,NA,d,colorimetric,0.171,NA,9.19,NA,,
297,Spring - 2015,(low),125,NA,NA,0.279,0.307,NA,0.484,0.464,NA,0.279,0.484,NA,NA,d,colorimetric,0.02,NA,4.31,NA,,
297,Spring - 2017,(high),134,NA,NA,0.722,0.801,NA,0.9773,0.98,NA,0.722,0.9773,NA,NA,d,colorimetric,-0.0027,NA,-0.28,NA,,
297,Spring - 2017,(low),133,NA,NA,8.70E-02,0.09,NA,0.1955,0.199,NA,0.087,0.1955,NA,NA,d,colorimetric,-0.0035,NA,-1.76,NA,,
297,Spring - 2018,(high),138,NA,NA,0.811,0.79,NA,1.24,1.27,NA,0.811,1.24,NA,NA,d,colorimetric,-0.03,NA,-2.36,NA,,
297,Spring - 2018,(low),137,NA,NA,0.348,0.326,NA,0.427,0.45,NA,0.348,0.427,NA,NA,d,colorimetric,-0.023,NA,-5.11,NA,,
305,Spring - 2012,(high),114,1,1.03,1.11,1.13,colorimetric,2.1,2.15,1,1.11,2.1,2.11,0.01,c,colorimetric,NA,-0.04,NA,-1.86,,
305,Spring - 2013,(high),118,0.9,0.93,0.611,0.59,colorimetric,NA,1.48,0.9,0.611,NA,1.511,NA,c,NA,NA,0.031,NA,2.09,,
305,Spring - 2014,(high),122,0.6,0.59,1.013,1.1,colorimetric,NA,1.7,0.6,1.013,NA,1.613,NA,c,NA,NA,-0.087,NA,-5.12,,
305,Spring - 2015,(high),126,0.5,0.392,1.434,1.48,colorimetric,NA,1.86,0.5,1.434,NA,1.934,NA,c,NA,NA,0.074,NA,3.98,,
305,Spring - 2016,(high),130,0.33,0.547,1.73,1.81,colorimetric,2.06,2.32,0.33,1.73,2.06,2.06,0,c,other,NA,-0.26,NA,-11.21,,
305,Spring - 2018,(high),138,0.437,0.495,0.808,0.79,colorimetric,1.25,1.27,0.437,0.808,1.25,1.245,-0.005,c,other,NA,-0.025,NA,-1.97,,
307,Fall - 2014,(high),124,NA,NA,0.574,0.556,NA,0.72,0.73,NA,0.574,0.72,NA,NA,d,colorimetric,-0.01,NA,-1.37,NA,,
307,Fall - 2015,(high),128,NA,NA,3.38,3.04,NA,3.53,3.53,NA,3.38,3.53,NA,NA,d,colorimetric,0,NA,0,NA,,
307,Fall - 2016,(high),132,NA,NA,0.952,0.933,NA,0.946,1.24,NA,0.952,0.946,NA,NA,d,colorimetric,-0.294,NA,-23.71,NA,,
307,Fall - 2017,(high),136,NA,NA,0.637,0.639,NA,1.14,1.06,NA,0.637,1.14,NA,NA,d,colorimetric,0.08,NA,7.55,NA,,
307,Fall - 2018,(high),140,NA,NA,0.345,0.663,NA,1,1.14,NA,0.345,1,NA,NA,d,colorimetric,-0.14,NA,-12.28,NA,,
307,Spring - 2015,(high),126,NA,NA,NA,NA,NA,1.93,1.86,NA,NA,1.93,NA,NA,d,colorimetric,0.07,NA,3.76,NA,,
307,Spring - 2016,(high),130,NA,NA,2.04,1.81,NA,2.04,2.32,NA,2.04,2.04,NA,NA,d,colorimetric,-0.28,NA,-12.07,NA,,
307,Spring - 2017,(high),134,NA,NA,0.854,0.801,NA,1.09,0.98,NA,0.854,1.09,NA,NA,d,colorimetric,0.11,NA,11.22,NA,,
307,Spring - 2018,(high),138,NA,NA,0.174,0.79,NA,1.11,1.27,NA,0.174,1.11,NA,NA,d,colorimetric,-0.16,NA,-12.6,NA,,
313,Fall - 2012,(high),116,0.37,0.428,0.436,0.445,colorimetric,NA,0.889,0.37,0.436,NA,0.806,NA,c,NA,NA,-0.083,NA,-9.34,,
313,Fall - 2012,(low),115,0.208,0.264,0.228,0.228,colorimetric,NA,0.463,0.208,0.228,NA,0.436,NA,c,NA,NA,-0.027,NA,-5.83,,
313,Fall - 2013,(high),120,0.629,0.54,0.672,0.692,colorimetric,NA,1.21,0.629,0.672,    NA,1.301,NA,c,NA,NA,0.091,NA,7.52,,
313,Fall - 2013,(low),119,0.301,0.267,0.264,0.271,colorimetric,NA,0.536,0.301,0.264,    NA,0.565,NA,c,NA,NA,0.029,NA,5.41,,
313,Fall - 2014,(high),124,0.179,0.212,0.543,0.556,colorimetric,NA,0.73,0.179,0.543,    NA,0.722,NA,c,NA,NA,-0.008,NA,-1.1,,
313,Fall - 2014,(low),123,0.281,0.32,0.257,0.257,colorimetric,NA,0.555,0.281,0.257,    NA,0.538,NA,c,NA,NA,-0.017,NA,-3.06,,
313,Fall - 2015,(high),128,0.462,0.518,3.04,3.04,colorimetric,NA,3.53,0.462,3.04,    NA,3.502,NA,c,NA,NA,-0.028,NA,-0.79,,
313,Fall - 2015,(low),127,0.222,0.139,0.302,0.302,colorimetric,NA,0.437,0.222,0.302,    NA,0.524,NA,c,NA,NA,0.087,NA,19.91,,
313,Fall - 2016,(high),132,0.321,0.317,0.908,0.933,colorimetric,NA,1.24,0.321,0.908,    NA,1.229,NA,c,NA,NA,-0.011,NA,-0.89,,
313,Fall - 2016,(low),131,0.133,0.14,0.34,0.362,colorimetric,NA,0.491,0.133,0.34,    NA,0.473,NA,c,NA,NA,-0.018,NA,-3.67,,
313,Fall - 2017,(high),136,0.359,0.409,0.66,0.639,colorimetric,NA,1.06,0.359,0.66,    NA,1.019,NA,c,NA,NA,-0.041,NA,-3.87,,
313,Fall - 2017,(low),135,0.112,0.18,0.449,0.436,colorimetric,NA,0.616,0.112,0.449,    NA,0.561,NA,c,NA,NA,-0.055,NA,-8.93,,
313,Fall - 2018,(high),140,0.428,0.486,0.689,0.663,colorimetric,NA,1.14,0.428,0.689,NA,1.117,NA,c,NA,NA,-0.023,NA,-2.02,,
313,Fall - 2018,(low),139,0.146,0.111,0.197,0.2,colorimetric,NA,0.307,0.146,0.197,NA,0.343,NA,c,NA,NA,0.036,NA,11.73,,
313,Spring - 2012,(high),114,0.856,1.03,1.14,1.13,colorimetric,NA,2.15,0.856,1.14,NA,1.996,NA,c,NA,NA,-0.154,NA,-7.16,,
313,Spring - 2012,(low),113,0.294,0.258,0.105,0.107,colorimetric,NA,0.349,0.294,0.105,NA,0.399,NA,c,NA,NA,0.05,NA,14.33,,
313,Spring - 2013,(high),118,0.83,0.93,0.59,0.59,colorimetric,NA,1.48,0.83,0.59,    NA,1.42,NA,c,NA,NA,-0.06,NA,-4.05,,
313,Spring - 2013,(low),117,0.37,0.44,0.219,0.22,colorimetric,NA,0.641,0.37,0.219,    NA,0.589,NA,c,NA,NA,-0.052,NA,-8.11,,
313,Spring - 2014,(high),122,0.47,0.59,1.08,1.1,colorimetric,NA,1.7,0.47,1.08,NA,1.55,NA,c,NA,NA,-0.15,NA,-8.82,,
313,Spring - 2014,(low),121,0.06,0.139,0.42,0.418,colorimetric,NA,0.555,0.06,0.42,NA,0.48,NA,c,NA,NA,-0.075,NA,-13.51,,
313,Spring - 2015,(high),126,0.365,0.392,1.5,1.48,colorimetric,NA,1.86,0.365,1.5,NA,1.865,NA,c,NA,NA,0.005,NA,0.27,,
313,Spring - 2015,(low),125,0.143,0.162,0.288,0.307,colorimetric,NA,0.464,0.143,0.288,NA,0.431,NA,c,NA,NA,-0.033,NA,-7.11,,
313,Spring - 2016,(high),130,0.59,0.547,1.9,1.81,colorimetric,NA,2.32,0.59,1.9,NA,2.49,NA,c,NA,NA,0.17,NA,7.33,,
313,Spring - 2016,(low),129,0.3,0.24,0.273,0.267,colorimetric,NA,0.48,0.3,0.273,NA,0.573,NA,c,NA,NA,0.093,NA,19.38,,
313,Spring - 2017,(high),134,0.241,0.196,0.783,0.801,colorimetric,NA,0.98,0.241,0.783,NA,1.024,NA,c,NA,NA,0.044,NA,4.49,,
313,Spring - 2017,(low),133,0.19,0.134,8.09E-02,0.09,colorimetric,NA,0.199,0.19,0.0809,NA,0.2709,NA,c,NA,NA,0.0719,NA,36.13,,X
313,Spring - 2018,(high),138,0.38,0.495,0.793,0.79,colorimetric,NA,1.27,0.38,0.793,NA,1.173,NA,c,NA,NA,-0.097,NA,-7.64,,
313,Spring - 2018,(low),137,0.203,0.143,0.325,0.326,colorimetric,NA,0.45,0.203,0.325,NA,0.528,NA,c,NA,NA,0.078,NA,17.33,,
316,Fall - 2012,(low),115,NA,NA,0.2214,0.228,NA,0.455,0.463,NA,0.2214,0.455,NA,NA,d,colorimetric,-0.008,NA,-1.73,NA,,
316,Fall - 2013,(low),119,NA,NA,0.2683,0.271,NA,0.54,0.536,NA,0.2683,0.54,NA,NA,d,colorimetric,0.004,NA,0.75,NA,,
316,Fall - 2014,(low),123,NA,NA,0.2545,0.257,NA,0.547,0.555,NA,0.2545,0.547,NA,NA,d,colorimetric,-0.008,NA,-1.44,NA,,
316,Fall - 2015,(low),127,NA,NA,0.326,0.302,NA,0.46,0.437,NA,0.326,0.46,NA,NA,d,colorimetric,0.023,NA,5.26,NA,,
316,Fall - 2016,(low),131,NA,NA,0.366,0.362,NA,0.491,0.491,NA,0.366,0.491,NA,NA,d,colorimetric,0,NA,0,NA,,
316,Fall - 2017,(low),135,NA,NA,0.4377,0.436,NA,0.619,0.616,NA,0.4377,0.619,NA,NA,d,colorimetric,0.003,NA,0.49,NA,,
316,Fall - 2018,(low),139,NA,NA,0.3245,0.2,NA,0.429,0.307,NA,0.3245,0.429,NA,NA,d,colorimetric,0.122,NA,39.74,NA,X,
316,Spring - 2012,(low),113,NA,NA,0.1074,0.107,NA,0.329,0.349,NA,0.1074,0.329,NA,NA,d,colorimetric,-0.02,NA,-5.73,NA,,
316,Spring - 2014,(low),121,NA,NA,0.4188,0.418,NA,0.597,0.555,NA,0.4188,0.597,NA,NA,d,colorimetric,0.042,NA,7.57,NA,,
316,Spring - 2016,(low),129,NA,NA,0.2654,0.267,NA,0.476,0.48,NA,0.2654,0.476,NA,NA,d,colorimetric,-0.004,NA,-0.83,NA,,
316,Spring - 2017,(low),133,NA,NA,9.10E-02,0.09,NA,0.193,0.199,NA,0.091,0.193,NA,NA,d,colorimetric,-0.006,NA,-3.02,NA,,
316,Spring - 2018,(low),137,NA,NA,0.3245,0.326,NA,0.44,0.45,NA,0.3245,0.44,NA,NA,d,colorimetric,-0.01,NA,-2.22,NA,,
318,Fall - 2012,(high),116,NA,NA,0.46,0.445,NA,0.855,0.889,NA,0.46,0.855,NA,NA,d,colorimetric,-0.034,NA,-3.82,NA,,
318,Fall - 2012,(low),115,NA,NA,0.2366,0.228,NA,0.469,0.463,NA,0.2366,0.469,NA,NA,d,colorimetric,0.006,NA,1.3,NA,,
318,Fall - 2013,(high),120,NA,NA,0.695,0.692,NA,1.239,1.21,NA,0.695,1.239,NA,NA,d,colorimetric,0.029,NA,2.4,NA,,
318,Fall - 2013,(low),119,NA,NA,0.264,0.271,NA,0.57,0.536,NA,0.264,0.57,NA,NA,d,colorimetric,0.034,NA,6.34,NA,,
318,Fall - 2014,(high),124,NA,NA,0.564,0.556,NA,0.782,0.73,NA,0.564,0.782,NA,NA,d,colorimetric,0.052,NA,7.12,NA,,
318,Fall - 2014,(low),123,NA,NA,0.254,0.257,NA,0.579,0.555,NA,0.254,0.579,NA,NA,d,colorimetric,0.024,NA,4.32,NA,,
318,Fall - 2015,(high),128,NA,NA,3.18,3.04,NA,3.528,3.53,NA,3.18,3.528,NA,NA,d,colorimetric,-0.002,NA,-0.06,NA,,
318,Fall - 2015,(low),127,NA,NA,0.327,0.302,NA,0.437,0.437,NA,0.327,0.437,NA,NA,d,colorimetric,0,NA,0,NA,,
318,Fall - 2016,(high),132,NA,NA,0.977,0.933,NA,1.253,1.24,NA,0.977,1.253,NA,NA,d,colorimetric,0.013,NA,1.05,NA,,
318,Fall - 2016,(low),131,NA,NA,0.381,0.362,NA,0.503,0.491,NA,0.381,0.503,NA,NA,d,colorimetric,0.012,NA,2.44,NA,,
318,Fall - 2017,(high),136,NA,NA,0.657,0.639,NA,1.063,1.06,NA,0.657,1.063,NA,NA,d,colorimetric,0.003,NA,0.28,NA,,
318,Fall - 2017,(low),135,NA,NA,0.472,0.436,NA,0.629,0.616,NA,0.472,0.629,NA,NA,d,colorimetric,0.013,NA,2.11,NA,,
318,Fall - 2018,(high),140,NA,NA,0.638,0.663,NA,1.09,1.14,NA,0.638,1.09,NA,NA,d,colorimetric,-0.05,NA,-4.39,NA,,
318,Fall - 2018,(low),139,NA,NA,0.204,0.2,NA,0.29,0.307,NA,0.204,0.29,NA,NA,d,colorimetric,-0.017,NA,-5.54,NA,,
318,Spring - 2012,(high),114,NA,NA,1.225,1.13,NA,2.326,2.15,NA,1.225,2.326,NA,NA,d,colorimetric,0.176,NA,8.19,NA,,
318,Spring - 2012,(low),113,NA,NA,0.1081,0.107,NA,0.345,0.349,NA,0.1081,0.345,NA,NA,d,colorimetric,-0.004,NA,-1.15,NA,,
318,Spring - 2013,(high),118,NA,NA,0.708,0.59,NA,1.518,1.48,NA,0.708,1.518,NA,NA,d,colorimetric,0.038,NA,2.57,NA,,
318,Spring - 2013,(low),117,NA,NA,0.221,0.22,NA,0.683,0.641,NA,0.221,0.683,NA,NA,d,colorimetric,0.042,NA,6.55,NA,,
318,Spring - 2018,(high),138,NA,NA,0.751,0.79,NA,1.236,1.27,NA,0.751,1.236,NA,NA,d,colorimetric,-0.034,NA,-2.68,NA,,
318,Spring - 2018,(low),137,NA,NA,0.339,0.326,NA,0.458,0.45,NA,0.339,0.458,NA,NA,d,colorimetric,0.008,NA,1.78,NA,,
319,Fall - 2012,(high),116,0.388,0.428,0.422,0.445,colorimetric,0.81,0.889,0.388,0.422,0.81,0.81,0,c,colorimetric,NA,-0.079,NA,-8.89,,
319,Fall - 2012,(low),115,0.221,0.264,0.236,0.228,colorimetric,0.457,0.463,0.221,0.236,0.457,0.457,0,c,colorimetric,NA,-0.006,NA,-1.3,,
319,Fall - 2013,(high),120,0.501,0.54,0.692,0.692,colorimetric,1.19,1.21,0.501,0.692,1.19,1.193,0.003,c,colorimetric,NA,-0.017,NA,-1.4,,
319,Fall - 2013,(low),119,0.251,0.267,0.275,0.271,colorimetric,0.526,0.536,0.251,0.275,0.526,0.526,0,c,colorimetric,NA,-0.01,NA,-1.87,,
319,Fall - 2014,(high),124,0.149,0.212,0.562,0.556,colorimetric,0.711,0.73,0.149,0.562,0.711,0.711,1.11E-16,c,colorimetric,NA,-0.019,NA,-2.6,,
319,Fall - 2014,(low),123,0.346,0.32,0.249,0.257,colorimetric,0.595,0.555,0.346,0.249,0.595,0.595,0,c,colorimetric,NA,0.04,NA,7.21,,
319,Fall - 2015,(low),127,0.12,0.139,0.284,0.302,colorimetric,0.404,0.437,0.12,0.284,0.404,0.404,0,c,colorimetric,NA,-0.033,NA,-7.55,,
319,Fall - 2016,(high),132,0.262,0.317,0.94,0.933,colorimetric,1.2,1.24,0.262,0.94,1.2,1.202,0.002,c,colorimetric,NA,-0.038,NA,-3.06,,
319,Fall - 2016,(low),131,0.215,0.14,0.363,0.362,colorimetric,0.578,0.491,0.215,0.363,0.578,0.578,0,c,colorimetric,NA,0.087,NA,17.72,,
319,Fall - 2017,(high),136,0.329,0.409,0.631,0.639,colorimetric,0.96,1.06,0.329,0.631,0.96,0.96,0,c,colorimetric,NA,-0.1,NA,-9.43,,
319,Fall - 2017,(low),135,0.24,0.18,0.419,0.436,colorimetric,0.659,0.616,0.24,0.419,0.659,0.659,0,c,colorimetric,NA,0.043,NA,6.98,,
319,Spring - 2012,(high),114,0.879,1.03,1.11,1.13,colorimetric,1.99,2.15,0.879,1.11,1.99,1.989,-0.001,c,colorimetric,NA,-0.161,NA,-7.49,,
319,Spring - 2012,(low),113,0.275,0.258,0.104,0.107,colorimetric,0.379,0.349,0.275,0.104,0.379,0.379,0,c,colorimetric,NA,0.03,NA,8.6,,
319,Spring - 2013,(high),118,0.88,0.93,0.581,0.59,colorimetric,1.46,1.48,0.88,0.581,1.46,1.461,0.001,c,colorimetric,NA,-0.019,NA,-1.28,,
319,Spring - 2013,(low),117,0.466,0.44,0.217,0.22,colorimetric,0.683,0.641,0.466,0.217,0.683,0.683,0,c,colorimetric,NA,0.042,NA,6.55,,
319,Spring - 2014,(high),122,0.383,0.59,1.15,1.1,colorimetric,1.53,1.7,0.383,1.15,1.53,1.533,0.003,c,colorimetric,NA,-0.167,NA,-9.82,,
319,Spring - 2014,(low),121,0.11,0.139,0.41,0.418,colorimetric,0.52,0.555,0.11,0.41,0.52,0.52,0,c,colorimetric,NA,-0.035,NA,-6.31,,
319,Spring - 2015,(high),126,0.337,0.392,1.48,1.48,colorimetric,1.82,1.86,0.337,1.48,1.82,1.817,-0.003,c,colorimetric,NA,-0.043,NA,-2.31,,
319,Spring - 2015,(low),125,0.31,0.162,0.306,0.307,colorimetric,0.616,0.464,0.31,0.306,0.616,0.616,0,c,colorimetric,NA,0.152,NA,32.76,,X
319,Spring - 2016,(high),130,0.453,0.547,1.83,1.81,colorimetric,2.28,2.32,0.453,1.83,2.28,2.283,0.003,c,colorimetric,NA,-0.037,NA,-1.59,,
319,Spring - 2016,(low),129,0.404,0.24,0.263,0.267,colorimetric,0.667,0.48,0.404,0.263,0.667,0.667,0,c,colorimetric,NA,0.187,NA,38.96,,X
319,Spring - 2017,(high),134,0.231,0.196,0.827,0.801,colorimetric,1.06,0.98,0.231,0.827,1.06,1.058,-0.002,c,colorimetric,NA,0.078,NA,7.96,,
319,Spring - 2017,(low),133,0.135,0.134,0.09,0.09,colorimetric,0.225,0.199,0.135,0.09,0.225,0.225,0,c,colorimetric,NA,0.026,NA,13.07,,
319,Spring - 2018,(high),138,0.463,0.495,0.775,0.79,colorimetric,1.24,1.27,0.463,0.775,1.24,1.238,-0.002,c,colorimetric,NA,-0.032,NA,-2.52,,
319,Spring - 2018,(low),137,0.133,0.143,0.314,0.326,colorimetric,0.447,0.45,0.133,0.314,0.447,0.447,0,c,colorimetric,NA,-0.003,NA,-0.67,,
320,Fall - 2012,(low),115,NA,NA,0.226,0.228,NA,0.476,0.463,NA,0.226,0.476,NA,NA,d,colorimetric,0.013,NA,2.81,NA,,
320,Fall - 2013,(low),119,NA,NA,0.274,0.271,NA,0.545,0.536,NA,0.274,0.545,NA,NA,d,colorimetric,0.009,NA,1.68,NA,,
320,Fall - 2014,(low),123,NA,NA,0.255,0.257,NA,0.568,0.555,NA,0.255,0.568,NA,NA,d,colorimetric,0.013,NA,2.34,NA,,
320,Fall - 2015,(low),127,NA,NA,0.294,0.302,NA,0.454,0.437,NA,0.294,0.454,NA,NA,d,colorimetric,0.017,NA,3.89,NA,,
320,Fall - 2016,(low),131,NA,NA,0.364,0.362,NA,0.495,0.491,NA,0.364,0.495,NA,NA,d,colorimetric,0.004,NA,0.81,NA,,
320,Fall - 2017,(low),135,NA,NA,0.43,0.436,NA,0.627,0.616,NA,0.43,0.627,NA,NA,d,colorimetric,0.011,NA,1.79,NA,,
320,Fall - 2018,(high),140,NA,NA,0.673,0.663,NA,1.16,1.14,NA,0.673,1.16,NA,NA,d,colorimetric,0.02,NA,1.75,NA,,
320,Fall - 2018,(low),139,NA,NA,0.203,0.2,NA,0.303,0.307,NA,0.203,0.303,NA,NA,d,colorimetric,-0.004,NA,-1.3,NA,,
320,Spring - 2012,(high),114,NA,NA,1.144,1.13,NA,2.269,2.15,NA,1.144,2.269,NA,NA,d,colorimetric,0.119,NA,5.53,NA,,
320,Spring - 2012,(low),113,NA,NA,0.106,0.107,NA,0.345,0.349,NA,0.106,0.345,NA,NA,d,colorimetric,-0.004,NA,-1.15,NA,,
320,Spring - 2013,(high),118,NA,NA,0.595,0.59,NA,1.528,1.48,NA,0.595,1.528,NA,NA,d,colorimetric,0.048,NA,3.24,NA,,
320,Spring - 2013,(low),117,NA,NA,0.222,0.22,NA,0.649,0.641,NA,0.222,0.649,NA,NA,d,colorimetric,0.008,NA,1.25,NA,,
320,Spring - 2014,(high),122,NA,NA,1.12,1.1,NA,1.78,1.7,NA,1.12,1.78,NA,NA,d,colorimetric,0.08,NA,4.71,NA,,
320,Spring - 2014,(low),121,NA,NA,0.42,0.418,NA,0.594,0.555,NA,0.42,0.594,NA,NA,d,colorimetric,0.039,NA,7.03,NA,,
320,Spring - 2015,(high),126,NA,NA,1.47,1.48,NA,1.92,1.86,NA,1.47,1.92,NA,NA,d,colorimetric,0.06,NA,3.23,NA,,
320,Spring - 2015,(low),125,NA,NA,0.297,0.307,NA,0.439,0.464,NA,0.297,0.439,NA,NA,d,colorimetric,-0.025,NA,-5.39,NA,,
320,Spring - 2016,(high),130,NA,NA,1.86,1.81,NA,2.48,2.32,NA,1.86,2.48,NA,NA,d,colorimetric,0.16,NA,6.9,NA,,
320,Spring - 2016,(low),129,NA,NA,0.274,0.267,NA,0.479,0.48,NA,0.274,0.479,NA,NA,d,colorimetric,-0.001,NA,-0.21,NA,,
320,Spring - 2017,(high),134,NA,NA,0.77,0.801,NA,0.944,0.98,NA,0.77,0.944,NA,NA,d,colorimetric,-0.036,NA,-3.67,NA,,
